Go.	Va !
I'd rather walk.	Je préférerais marcher.
I'll allow this.	Je le permettrai.
I'll arrange it.	J'arrangerai ça.
I'll ask around.	Je demanderai autour de moi.
I'll assist you.	Je vous aiderai.
I'll be at home.	Je serai chez moi.
I'll be careful.	Je serai prudent.
I'll be careful.	Je serai prudente.
I'll be glad to.	Oui, avec joie.
I'll be present.	Je serai présent.
I'll be working.	Je serai au travail.
I'll be working.	Je serai en train de travailler.
I'll buy a Ford.	J'achèterai une Ford.
I'll come by 10.	Je viendrai à dix heures.
I'll destroy it.	Je le détruirai.
I'll destroy it.	Je la détruirai.
I'll do my best.	Je ferai de mon mieux.
I'll fix it now.	Je vais le corriger maintenant.
I'll fix it now.	Je vais le réparer maintenant.
I'll follow you.	Je te suivrai.
I'll follow you.	Je vous suivrai.
I'll just leave.	Je vais juste partir.
I'll never stop.	Je ne cesserai jamais.
I'll never tell.	Je ne le dirai jamais.
I'll order food.	Je commanderai à manger.
I'll pay double.	Je paierai le double.
I'll pay for it.	Je le paierai.
I'll play along.	Je coopérerai.
I'll play along.	Je ferai mine de coopérer.
I'll play along.	Je ferai semblant de coopérer.
I'll sleep here.	Je dormirai ici.
I'll stay close.	Je resterai à proximité.
I'll take those.	Je prendrai ceux-là.
I'll take those.	Je prendrai celles-là.
I'll try harder.	Je vais essayer plus fort.
I'll work alone.	Je travaillerai seul.
I'll work alone.	Je vais travailler seul.
I'm Azerbaijani.	Je suis Azeri.
I'm a TV addict.	Je suis accro à la télé.
I'm a bit drunk.	Je suis un peu ivre.
I'm a bit tipsy.	Je suis un peu éméché.
I'm a bit tipsy.	Je suis un peu éméchée.
I'm a bit tired.	Je suis un peu fatigué.
I'm a foreigner.	Je suis un étranger.
I'm a good cook.	Je suis un bon cuisinier.
I'm a happy man.	Je suis un homme heureux.
I'm a housewife.	Je suis femme au foyer.
I'm a masochist.	Je suis masochiste.
I'm a night owl.	Je suis un oiseau de nuit.
I'm able to run.	Je peux courir.
I'm able to ski.	Je sais skier.
I'm about ready.	Je suis presque prêt.
I'm about ready.	Je suis quasiment prêt.
I'm about ready.	Je suis presque prête.
I'm about ready.	Je suis quasiment prête.
I'm adventurous.	Je suis aventureuse.
I'm an engineer.	Je suis ingénieur.
I'm at work now.	Je suis actuellement au travail.
I'm begging you.	Je vous en supplie.
I'm begging you.	Je t'en supplie.
I'm catching on.	Je capte.
I'm catching on.	Je comprends.
I'm celebrating.	Je fais la fête.
I'm celebrating.	J'arrose ça.
I'm cleaned out.	Je suis lavé.
I'm color-blind.	Je suis daltonien.
I'm comfortable.	Je suis à mon aise.
I'm coming home.	J'arrive chez moi.
I'm cooperating.	Je suis en train de coopérer.
I'm cracking up.	Je craque.
I'm eating here.	Je mange ici.
I'm embarrassed.	Je suis gêné.
I'm feeling fit.	Je me sens en forme.
I'm feeling low.	Je me sens abattu.
I'm feeling low.	Je me sens abattue.
I'm from Brazil.	Je viens du Brésil.
I'm from Brazil.	Je suis originaire du Brésil.
I'm from France.	Je viens de France.
I'm from Turkey.	Je viens de Turquie.
I'm from Zambia.	Je suis de Zambie.
I'm getting old.	Je commence à devenir vieux.
I'm getting old.	Je vieillis.
I'm getting old.	Je me fais vieux.
I'm getting old.	Je me fais vieille.
I'm going crazy.	Je deviens fou.
I'm going crazy.	Je deviens folle.
I'm hardworking.	Je suis appliqué.
I'm hardworking.	Je suis appliquée.
I'm heartbroken.	J'ai le cœur brisé.
I'm here to win.	Je suis ici pour vaincre.
I'm in no hurry.	Je ne suis pas pressé.
I'm in no hurry.	Je ne suis pas pressée.
I'm interfering.	Je me mêle de ce qui ne me regarde pas.
I'm interfering.	Je dérange.
I'm introverted.	Je suis introverti.
I'm introverted.	Je suis introvertie.
I'm leaving now.	Je pars maintenant.
I'm left-handed.	Je suis gaucher.
I'm lucky today.	Je suis chanceux aujourd'hui.
I'm married now.	Je suis marié maintenant.
I'm nearsighted.	Je suis myope.
I'm not English.	Je ne suis pas anglais.
I'm not English.	Je ne suis pas anglaise.
I'm not a child.	Je ne suis pas un enfant.
I'm not a child.	Je ne suis pas une enfant.
I'm not a crook.	Je ne suis pas un escroc.
I'm not a drunk.	Je ne suis pas un ivrogne.
I'm not a drunk.	Je ne suis pas une ivrogne.
I'm not a robot.	Je ne suis pas un robot.
I'm not a saint.	Je ne suis pas un saint.
I'm not a saint.	Je ne suis pas une sainte.
I'm not a thief.	Je ne suis pas un voleur.
I'm not a thief.	Je ne suis pas une voleuse.
I'm not alarmed.	Je ne m'alarme pas.
I'm not arguing.	Je ne me dispute pas.
I'm not ashamed.	Je n'ai pas honte.
I'm not certain.	Je n'en suis pas certain.
I'm not certain.	Je n'en suis pas certaine.
I'm not chicken.	Je n'ai pas les foies.
I'm not cooking.	Je ne suis pas en train de faire la cuisine.
I'm not jealous.	Je ne suis pas jalouse.
I'm not kidding.	Je ne blague pas.
I'm not leaving.	Je ne m'en vais pas.
I'm not married.	Je ne suis pas marié.
I'm not married.	Je ne suis pas mariée.
I'm not nervous.	Je ne suis pas nerveux.
I'm not nervous.	Je ne suis pas nerveuse.
I'm not patient.	Je ne suis pas patient.
I'm not patient.	Je ne suis pas patiente.
I'm not perfect.	Je ne suis pas parfait.
I'm not perfect.	Je ne suis pas parfaite.
I'm not selfish.	Je ne suis pas égoïste.
I'm not so sure.	Je n'en suis pas si sûr !
I'm not so sure.	Je n'en suis pas si sûre !
I'm not staying.	Je ne reste pas.
I'm not unhappy.	Je ne suis pas malheureux.
I'm not unhappy.	Je ne suis pas malheureuse.
I'm not wealthy.	Je ne suis pas riche.
I'm not worried.	Je ne me fais pas de souci.
I'm now unarmed.	Je ne suis pas actuellement armé.
I'm on vacation.	Je suis en vacances.
I'm only joking.	Je ne fais que blaguer.
I'm out of ammo.	Je suis à court de munitions.
I'm persevering.	Je persévère.
I'm pretty busy.	Je suis plutôt occupé.
I'm pretty busy.	Je suis plutôt occupée.
I'm quite happy.	Je suis assez heureux.
I'm quite happy.	Je suis assez heureuse.
I'm quite tired.	Je suis assez fatiguée.
I'm rather busy.	Je suis plutôt occupé.
I'm rather busy.	Je suis plutôt occupée.
I'm ready to go.	Je suis prêt à y aller.
I'm ready to go.	Je suis prêt pour partir.
I'm ready to go.	Je suis prête pour partir.
I'm really busy.	Je suis vraiment occupé.
I'm really busy.	Je suis vraiment occupée.
I'm really cold.	J'ai vraiment froid.
I'm replaceable.	Je suis remplaçable.
I'm resourceful.	Je suis plein de ressources.
I'm resourceful.	Je suis pleine de ressources.
I'm sick of you.	J'en ai marre de toi.
I'm sick of you.	J'en ai marre de vous.
I'm so confused.	Je suis tellement confus !
I'm so confused.	Je suis tellement perplexe.
I'm spontaneous.	Je suis spontanée.
I'm spontaneous.	Je suis spontané.
I'm such a fool.	Je suis un tel idiot.
I'm sympathetic.	J'éprouve de la compassion.
I'm the captain.	Je suis le capitaine.
I'm the surgeon.	Je suis le chirurgien.
I'm the teacher.	Je suis le professeur.
I'm the teacher.	Je suis la professeur.
I'm tired of it.	J'en ai ras le bol.
I'm truly sorry.	Je suis sincèrement désolé.
I'm truly sorry.	Je suis sincèrement désolée.
I'm trustworthy.	Je suis fiable.
I'm trustworthy.	On peut me faire confiance.
I'm unambitious.	Je suis dépourvu d'ambition.
I'm unambitious.	Je suis dépourvue d'ambition.
I'm unconvinced.	Je ne suis pas convaincu.
I'm unconvinced.	Je ne suis pas convaincue.
I'm very hungry.	J'ai une faim de loup.
I'm very hungry.	J'ai très faim.
I'm very hungry.	J'ai la dalle.
I'm very hungry.	J'ai les crocs.
I'm very modest.	Je suis fort modeste.
I'm very sleepy.	J'ai très sommeil.
I'm very strict.	Je suis très strict.
I'm very strict.	Je suis très stricte.
I'm watching TV.	Je suis en train de regarder la télévision.
I'm your doctor.	Je suis votre médecin.
I'm your friend.	Je suis votre ami.
I'm your friend.	Je suis votre amie.
I'm your friend.	Je suis ton ami.
I'm your friend.	Je suis ton amie.
I'm your lawyer.	Je suis votre avocat.
I'm your sister.	Je suis ta sœur.
I'm your sister.	Je suis votre sœur.
I've been wrong.	J'ai eu tort.
I've got a cold.	J'ai un rhume.
I've got a cold.	Je suis enrhumé.
I've got a plan.	Je dispose d'un plan.
I've got a plan.	J'ai un plan.
I've got it all.	J'ai tout pigé.
I've had enough.	J'en ai ras le bol.
I've had enough.	Ça suffit.
I've had enough.	J'en ai assez entendu.
I've had enough.	J'en ai assez vu.
I've had enough.	J'en ai assez avalé.
I've had enough.	J'en ai assez gobé.
I've had enough.	J'en ai assez supporté.
I've had enough.	J'en ai par-dessus la tête.
I've had enough.	Je suis gavé.
Is Tom dreaming?	Tom est-il en train de rêver ?
Is anybody here?	Il y a quelqu'un ?
Is anybody home?	Quelqu'un est-il là ?
Is anybody home?	Y a-t-il quelqu'un ?
Is anybody home?	Y a-t-il quelqu'un dans la maison ?
Is anybody hurt?	Quiconque est-il blessé ?
Is anyone there?	Quiconque est-il là ?
Is everybody OK?	Tout le monde va-t-il bien ?
Is he a teacher?	Est-il enseignant ?
Is he all right?	Va-t-il bien ?
Is he all right?	Se porte-t-il bien ?
Is he breathing?	Respire-t-il ?
Is it all there?	Tout est-il là ?
Is it all wrong?	Est-ce tout faux ?
Is it all wrong?	Est-ce entièrement mal ?
Is it clear now?	Est-ce désormais clair ?
Is it dangerous?	Est-ce dangereux ?
Is it dangerous?	Est-ce périlleux ?
Is it good news?	Est-ce une bonne nouvelle ?
Is it happening?	A-t-il lieu ?
Is it happening?	Se produit-il ?
Is it hazardous?	Est-ce dangereux ?
Is it important?	C'est grave ?
Is it important?	Est-ce grave ?
Is it important?	Est-ce important ?
Is it not black?	N'est-ce pas noir ?
Is it poisonous?	Est-ce toxique ?
Is it that hard?	Est-ce si dur ?
Is it that hard?	Est-ce si difficile ?
Is it too small?	Est-ce trop petit ?
Is it your bike?	C'est ta moto ?
Is she Japanese?	Est-elle japonaise ?
Is she a doctor?	Est-elle médecin ?
Is she here yet?	Est-elle déjà là ?
Is that a crime?	S'agit-il d'un crime ?
Is that a crime?	Est-ce un crime ?
Is that correct?	Est-ce juste ?
Is that genuine?	Est-ce véritable ?
Is that healthy?	Est-ce sain ?
Is that illegal?	Est-ce illégal ?
Is that unusual?	Est-ce inhabituel ?
Is this a river?	Est-ce que c'est une rivière ?
Is this a river?	Est-ce là une rivière ?
Is this correct?	Est-ce exact ?
Is this ethical?	Est-ce éthique ?
Is this my life?	Est-ce ma vie ?
Is this my wine?	Est-ce là mon vin ?
Is this natural?	Est-ce naturel ?
Is this serious?	Est-ce sérieux ?
Is today Monday?	Sommes-nous lundi ?
Isn't it enough?	N'est-ce pas assez ?
Isn't it lovely?	N'est-ce pas charmant ?
Isn't that nice?	N'est-ce pas chouette ?
Isn't that ours?	N'est-ce pas à nous ?
Isn't that true?	N'est-ce pas vrai ?
Isn't this nice?	N'est-ce pas chouette ?
It blew my mind.	Ça m'a explosé la tête.
It blew my mind.	Ça m'a fait halluciner.
It can be fatal.	Cela peut être fatal.
It can be fatal.	Cela peut se révéler fatal.
It could be Tom.	Cela pourrait être Tom.
It could be fun.	Ça pourrait être marrant.
It doesn't hurt.	Ça ne fait pas mal.
It is an option.	C'est une possibilité.
It isn't locked.	Il n'est pas verrouillé.
It isn't locked.	Elle n'est pas verrouillée.
It looked awful.	Ça avait l'air atroce.
It looked fresh.	Ça avait l'air frais.
It looked fresh.	Il avait l'air frais.
It looked fresh.	Elle avait l'air fraîche.
It looked funny.	Ça avait l'air amusant.
It looked funny.	Ça avait l'air drôle.
It may seem odd.	Cela peut sembler bizarre.
It seems likely.	Ça semble probable.
It smells burnt.	Ça sent le brûlé.
It sounded easy.	Ça semblait facile.
It sounded easy.	Ça semblait aisé.
It sounds crazy.	Ça semble dingue.
It sounds great!	Ça a l'air super !
It tasted sweet.	Ça avait un goût sucré.
It tasted sweet.	Ça goûtait sucré.
It took all day.	Ça a pris toute la journée.
It took all day.	Cela prit toute la journée.
It was a relief.	C'était un soulagement.
It was ages ago.	C'était il y a des années.
It was all done.	Tout était fini.
It was all done.	Tout était terminé.
It was all gone.	Tout était parti.
It was all gone.	Tout avait disparu.
It was all over.	Il y en avait partout.
It was all over.	C'était fini.
It was enticing.	C'était stimulant.
It was fabulous.	Ce fut fabuleux.
It was fabulous.	Ce a été fabuleux.
It was horrible.	Ce fut horrible.
It was horrible.	Ça a été horrible.
It was my fault.	C'était de ma faute.
It was personal.	C'était personnel.
It was too late.	Il était trop tard.
It was too long.	C'était trop long.
It was unlocked.	C'était déverrouillé.
It was unlocked.	Il était déverrouillé.
It was unlocked.	Elle était déverrouillée.
It was very hot.	Il faisait très chaud.
It was worth it.	Ça valait le coup.
It wasn't funny.	Ce n'était pas drôle.
It'll be better.	Ça s'améliorera.
It'll be tricky.	Ça sera délicat.
It's OK with me.	C'est bon pour moi.
It's a bad time.	C'est une mauvaise heure.
It's a dead end.	C'est un cul-de-sac.
It's a dead end.	C'est une impasse.
It's a disgrace.	C'est une honte.
It's a fine day.	C'est une belle journée.
It's a new book.	C'est un nouveau livre.
It's a nice day.	C'est une belle journée.
It's a shortcut.	C'est un raccourci.
It's a surprise.	C'est une surprise.
It's a travesty.	C'est une parodie.
It's about time.	Il est grand temps !
It's about time.	Il est temps.
It's about time.	Il est grand temps.
It's about time.	Il est temps !
It's about time.	Il est bien temps !
It's acceptable.	C'est acceptable.
It's all I know.	C’est tout ce que je sais.
It's all I know.	C'est tout ce que je sais.
It's all I need.	C'est tout ce dont j'ai besoin.
It's all I want.	C'est tout ce que je veux.
It's an outrage.	C'est un outrage.
It's an outrage.	Il s'agit d'un outrage.
It's artificial.	C'est artificiel.
It's as you say.	C'est comme tu le dis.
It's as you say.	C'est comme vous le dites.
It's cold today!	Il fait froid aujourd'hui !
It's cold today.	Il fait froid aujourd'hui.
It's cool today.	Il fait frais aujourd'hui.
It's dirt cheap.	C'est tellement bon marché que c'en est indécent.
It's dirty work.	Ce sont de basses œuvres.
It's easy money.	C'est de l'argent facile.
It's fine today.	Il fait beau aujourd'hui.
It's hard to do.	C'est difficile à faire.
It's impossible.	C'est impossible.
It's improbable.	C'est improbable.
It's inadequate.	C'est inapproprié.
It's inadequate.	C'est inadapté.
It's inadequate.	C'est insuffisant.
It's incredible!	C'est incroyable !
It's incredible.	C'est incroyable.
It's inevitable.	C'est inévitable.
It's irrelevant.	C'est hors sujet.
It's irrelevant.	C'est hors de propos.
It's just blood.	Ce n'est que du sang.
It's just money.	Ce n'est que de l'argent.
It's just money.	Il ne s'agit que d'argent.
It's just wrong.	C'est juste faux.
It's misleading.	C'est trompeur.
It's misleading.	C'est spécieux.
It's my problem.	C'est mon problème.
It's news to me.	Je n'étais pas au courant.
It's no problem.	Sans problème !
It's no problem.	Cela ne fait pas de difficulté.
It's no problem.	Ce n'est pas un problème.
It's not a date.	Il ne s'agit pas d'un rendez-vous galant.
It's not a game.	Ça n'est pas un jeu.
It's not a gift.	Ce n'est pas un cadeau.
It's not a joke.	Ce n'est pas une blague.
It's not broken.	Ce n'est pas cassé.
It's not enough.	Ce n'est pas suffisant.
It's not enough.	Ce n'est pas assez.
It's not enough.	C'est insuffisant.
It's not pretty.	Ce n'est pas joli.
It's not secure.	Ce n'est pas sécurisé.
It's not stupid.	C'est pas con.
It's not stupid.	Ce n'est pas bête.
It's on its way.	C'est en cours.
It's on my desk.	C'est sur mon bureau.
It's on my desk.	Il est sur mon bureau.
It's on my desk.	Elle est sur mon bureau.
It's only blood.	Ce n'est que du sang.
It's only blood.	Il ne s'agit que de sang.
It's only money.	Ce n'est que de l'argent.
It's only money.	Il ne s'agit que d'argent.
It's pretty bad.	C'est assez mauvais.
